date,ticker,name,market,close,volume,ma50,ma150,ma200,low_52w,high_52w,pct_above_low,pct_below_high,rs_rating,rs_line_up,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,pass_count,pass_all,data_warning,base_label
20260908,006345,대원전선우,KOSPI,9910,38159,10668.0,8707.0,7453.0,3415.0,27650.0,190.2,64.2,97.0,False,True,True,True,True,True,False,True,False,6,False,False,1 형성중
20260908,024840,KBI메탈,KOSDAQ,5230,1105453,4855.0,3981.0,3420.0,1620.0,11760.0,222.8,55.5,97.0,True,True,True,True,True,True,False,True,True,7,False,False,1c차
20260908,065170,비엘팜텍,KOSDAQ,2300,1227306,2563.0,2820.0,2260.0,376.0,8150.0,511.7,71.8,97.0,False,False,True,True,False,True,False,True,False,4,False,False,Stage2 아님
20260908,091590,남화토건,KOSDAQ,7220,1387899,6587.0,4811.0,4565.0,3200.0,12190.0,125.6,40.8,97.0,True,True,True,True,True,True,False,True,True,7,False,False,1a차
20260908,092190,서울바이오시스,KOSDAQ,7740,191694,6746.0,6617.0,5602.0,2135.0,19270.0,262.5,59.8,97.0,False,True,True,True,True,True,False,True,True,7,False,False,1 형성중
20260908,098120,마이크로컨텍솔,KOSDAQ,46550,106385,29212.0,29412.0,26567.0,15500.0,48000.0,200.3,3.0,97.0,True,True,True,True,False,True,True,True,True,7,False,False,베이스 없음
20260908,134580,탑코미디어,KOSDAQ,3095,982533,1732.0,1671.0,1754.0,850.0,4300.0,264.1,28.0,97.0,True,True,False,True,False,True,False,True,True,5,False,False,1 형성중
20260908,189330,씨이랩,KOSDAQ,11210,179667,11772.0,8069.0,7210.0,3400.0,19100.0,229.7,41.3,97.0,True,True,True,True,True,True,False,True,False,6,False,False,2 형성중
20260908,219130,타이거일렉,KOSDAQ,62300,52579,68312.0,52270.0,44834.0,15300.0,87900.0,307.2,29.1,97.0,False,True,True,True,True,True,False,True,False,6,False,False,4 형성중
20260908,226340,본느,KOSDAQ,5680,853551,3729.0,3052.0,3128.0,1220.0,9680.0,365.6,41.3,97.0,True,True,False,True,True,True,False,True,True,6,False,False,1 형성중
20260521,380540,옵티코어,KOSDAQ,8450,0,8519.0,6218.0,5519.0,2494.0,11100.0,238.8,23.9,97.0,False,True,True,True,True,True,True,True,False,7,False,False,4 형성중
20260908,420770,기가비스,KOSDAQ,98500,111491,127122.0,106473.0,88849.0,24400.0,206000.0,303.7,52.2,97.0,False,False,True,True,True,True,False,True,False,5,False,False,1 형성중
20260908,475150,SK이터닉스,KOSPI,51000,896134,52878.0,46012.0,39561.0,17210.0,87700.0,196.3,41.8,97.0,False,True,True,True,True,True,False,True,False,6,False,False,2 형성중
